Food_Item,Category,Calories,Protein_g,Fat_g,Carbs_g,Fiber_g,Vitamin_A_mcg,Vitamin_C_mg,Vitamin_D_IU,Vitamin_B12_mcg,Iron_mg,Calcium_mg,Zinc_mg,Folate_mcg,Magnesium_mg,Tags,Allergens,Health_Benefits
Paneer (89g),Dairy,417.1,21.2,11.3,29.2,4.3,377.2,61.8,279.5,2.19,6.7,251.1,3.6,306.4,18.9,Vegetarian,Gluten,Supports Bone Health
Bottle Gourd (100g),Vegetable,540.9,20.6,21.9,26.1,4.8,58.3,43.9,296.2,1.41,2.3,186.5,3.9,150.8,54.3,Vegan,Soy,Energy Boost
Bottle Gourd (84g),Vegetable,394.4,3.9,5.7,13.5,5.3,272.3,58.9,170.3,0.68,3.9,248.2,0.3,383.6,66.2,Vegetarian,Nuts,Energy Boost
Cabbage (109g),Vegetable,487.6,9.0,22.0,39.7,5.0,645.7,14.5,51.5,1.22,6.9,13.4,3.3,269.7,66.3,Vegan,Gluten,Heart Healthy
Curd (120g),Dairy,87.3,20.3,27.3,30.6,9.4,569.9,76.0,388.7,0.27,1.9,133.0,3.8,348.8,16.6,Vegan,Gluten,Energy Boost
Curd (92g),Dairy,318.6,15.6,26.2,26.7,5.7,32.8,78.1,184.1,0.12,6.0,117.1,2.2,271.6,116.2,Vegan,Soy,Improves Digestion
Banana (98g),Fruit,227.0,0.9,9.8,38.5,7.2,286.4,3.3,295.5,0.6,0.9,37.4,3.7,255.0,67.5,High-Protein,Gluten,Heart Healthy
Pineapple (95g),Fruit,552.9,22.6,28.0,49.4,6.9,33.5,29.4,15.3,1.46,7.3,245.6,0.6,207.5,110.2,High-Protein,Gluten,Heart Healthy
Bottle Gourd (81g),Vegetable,126.7,18.8,21.7,44.8,1.1,730.0,86.9,317.5,1.37,9.9,188.5,2.7,318.5,105.7,Vegan,Gluten,Energy Boost
Sweet Potato (93g),Root,461.2,11.2,22.4,46.9,3.5,537.5,54.4,363.9,1.63,2.8,128.1,0.2,168.7,23.8,High-Protein,Nuts,Energy Boost
Watermelon (100g),Fruit,76.3,6.0,21.3,14.0,7.4,582.8,54.8,184.3,1.01,6.0,167.0,2.4,225.3,54.7,High-Protein,Gluten,Heart Healthy
Cauliflower (109g),Vegetable,515.5,12.7,16.0,11.0,4.8,322.9,59.5,228.5,0.19,4.9,295.6,0.5,300.5,81.8,High-Protein,Gluten,Improves Digestion
Beetroot (109g),Vegetable,37.1,15.8,5.1,21.7,5.3,796.7,2.1,389.3,1.34,5.0,78.1,4.6,57.0,93.0,Vegan,None,Heart Healthy
Orange (93g),Fruit,595.4,14.5,5.4,10.4,9.4,587.8,36.1,163.4,1.8,4.2,183.8,1.7,148.5,20.3,High-Protein,Soy,Energy Boost
Soybeans (105g),Legume,150.6,10.4,22.7,17.9,11.1,126.4,78.6,160.0,0.01,8.3,231.3,3.3,274.9,19.3,Diabetic-Friendly,Nuts,Heart Healthy
Bitter Gourd (92g),Vegetable,389.1,15.7,4.2,37.6,12.0,480.1,65.9,378.2,0.78,2.6,175.1,2.4,40.9,58.7,Diabetic-Friendly,Nuts,Energy Boost
Green Peas (92g),Legume,513.2,4.5,11.1,52.6,2.3,749.8,82.9,129.1,0.7,9.0,70.0,2.4,101.8,92.5,Vegetarian,Dairy,Heart Healthy
Green Peas (87g),Legume,486.1,21.0,26.2,54.6,3.1,577.9,6.3,299.4,1.64,4.1,160.7,2.4,157.2,118.5,High-Protein,Soy,Boosts Immunity
Guava (114g),Fruit,434.6,11.2,24.8,4.5,9.8,662.8,65.3,16.0,0.96,9.3,192.5,2.3,316.0,20.0,High-Protein,Soy,Boosts Immunity
Mango (103g),Fruit,259.5,8.8,27.4,47.9,2.7,78.6,57.8,29.6,2.16,5.0,81.0,1.4,121.6,69.5,Low-Fat,Gluten,Energy Boost
Almonds (118g),Nut,40.7,3.9,15.7,2.5,10.6,451.3,64.2,122.7,1.72,5.7,98.4,3.6,270.9,27.4,Vegetarian,Dairy,Energy Boost
Cashews (104g),Nut,169.2,6.1,25.5,35.4,2.0,10.6,32.8,203.4,2.09,5.2,148.3,4.5,389.1,98.4,Diabetic-Friendly,Soy,Improves Digestion
Rajma (Kidney Beans) (103g),Legume,239.2,23.2,19.5,52.4,5.9,387.7,34.2,267.5,0.16,2.3,69.9,0.8,245.4,110.7,Vegan,Dairy,Improves Digestion
Potato (109g),Root,350.3,16.1,0.5,45.0,9.9,630.4,80.8,296.6,0.87,0.4,191.7,4.8,205.4,44.4,Diabetic-Friendly,Soy,Boosts Immunity
Brown Rice (108g),Grain,348.7,6.6,7.8,44.6,8.3,521.0,22.1,275.9,1.09,0.5,186.6,2.8,41.1,32.6,Vegan,Dairy,Energy Boost
Groundnuts (83g),Nut,140.5,6.5,22.9,29.2,1.4,705.4,4.6,316.0,0.18,4.8,138.2,2.4,44.5,90.5,Diabetic-Friendly,Nuts,Improves Digestion
Mushroom (80g),Fungus,357.4,21.6,3.4,53.3,9.4,156.6,72.5,245.8,1.1,0.1,228.8,3.0,199.6,30.6,Diabetic-Friendly,Nuts,Energy Boost
Cashews (99g),Nut,173.2,13.5,10.3,41.0,6.1,501.1,10.0,302.6,0.44,0.2,269.1,2.6,200.8,30.9,Low-Fat,Gluten,Boosts Immunity
Beetroot (101g),Vegetable,390.0,13.7,5.6,46.9,9.2,171.4,45.2,128.0,1.27,1.1,97.0,3.1,230.5,27.4,Vegetarian,Dairy,Heart Healthy
Mango (90g),Fruit,373.9,4.3,28.7,58.9,7.9,631.2,70.2,107.8,2.24,4.8,258.3,1.6,62.3,53.4,High-Protein,Gluten,Heart Healthy
Groundnuts (107g),Nut,346.7,19.2,0.3,56.5,0.9,327.6,58.1,56.0,1.1,2.8,247.4,1.1,266.5,42.1,High-Protein,None,Improves Digestion
Brinjal (104g),Vegetable,208.9,14.2,6.1,13.7,6.1,685.3,9.6,97.3,0.78,4.8,219.2,2.4,388.6,11.7,Low-Fat,Nuts,Supports Bone Health
Almonds (118g),Nut,359.9,2.0,1.8,21.2,6.5,351.1,25.6,188.7,2.11,0.8,293.4,3.7,330.6,131.7,Diabetic-Friendly,Gluten,Energy Boost
Apple (115g),Fruit,71.0,6.5,17.2,46.0,3.3,425.3,26.2,8.7,1.85,0.8,237.9,3.6,129.0,128.7,Low-Fat,Dairy,Supports Bone Health
Egg (109g),Protein,152.1,9.4,6.0,58.3,3.3,483.3,83.9,56.1,1.54,4.3,243.8,4.0,333.5,13.7,Diabetic-Friendly,Gluten,Boosts Immunity
Mushroom (107g),Fungus,597.5,24.0,26.2,20.3,6.6,226.8,30.0,26.8,0.18,1.0,171.9,0.7,67.5,79.5,Vegan,Soy,Heart Healthy
Pineapple (92g),Fruit,456.1,19.3,13.0,17.3,5.5,704.6,66.5,260.2,0.18,6.5,108.5,2.7,278.6,123.9,Low-Fat,None,Heart Healthy
Mushroom (98g),Fungus,23.7,20.8,0.7,14.3,5.2,207.8,20.1,269.8,0.78,4.6,203.0,3.9,231.9,56.4,Diabetic-Friendly,Dairy,Supports Bone Health
Cauliflower (93g),Vegetable,198.9,3.0,16.0,56.7,0.7,102.7,31.4,27.7,2.09,9.3,200.9,1.1,69.5,148.7,Vegetarian,Dairy,Improves Digestion
Lentils (Toor Dal) (88g),Legume,529.0,23.6,3.8,56.9,0.5,694.2,76.9,83.4,0.12,4.4,67.6,3.9,238.1,23.1,Vegetarian,Soy,Energy Boost
Rajma (Kidney Beans) (87g),Legume,114.5,5.6,28.2,44.7,4.4,796.3,37.4,84.1,0.22,5.1,148.6,2.6,378.2,7.3,Low-Fat,Nuts,Heart Healthy
Cabbage (102g),Vegetable,229.0,8.1,2.1,56.8,7.9,184.3,63.1,260.2,1.94,8.8,14.6,4.8,293.2,135.1,Vegan,Dairy,Supports Bone Health
Banana (116g),Fruit,25.4,13.2,4.3,28.7,0.7,477.4,18.9,295.9,0.7,6.2,248.7,2.2,74.0,80.2,Vegetarian,Dairy,Improves Digestion
Tomato (90g),Vegetable,37.4,5.5,12.2,23.0,10.1,497.9,2.6,10.3,0.07,4.8,223.1,0.8,166.0,83.2,Diabetic-Friendly,Soy,Supports Bone Health
Mango (86g),Fruit,28.7,22.5,2.9,59.3,1.5,381.1,88.5,342.5,1.29,1.4,184.9,3.2,128.0,73.1,High-Protein,Dairy,Improves Digestion
Soybeans (103g),Legume,575.0,16.9,3.0,30.1,10.0,457.4,11.3,205.9,1.93,1.5,201.2,3.7,288.3,45.9,Diabetic-Friendly,None,Supports Bone Health
Milk (Cow) (96g),Dairy,127.1,16.7,9.9,58.5,8.1,416.4,51.9,353.4,1.82,1.4,132.4,3.3,233.9,140.5,Vegan,Nuts,Boosts Immunity
Apple (91g),Fruit,28.3,16.0,25.1,15.0,4.9,10.4,43.3,343.1,0.45,8.7,291.5,2.1,397.1,70.7,High-Protein,Soy,Heart Healthy
Tomato (97g),Vegetable,400.2,13.1,10.2,59.8,2.4,273.4,78.5,308.8,1.1,1.1,258.3,3.8,108.8,118.4,Low-Fat,None,Energy Boost
Carrot (86g),Vegetable,151.7,11.7,3.4,33.5,3.7,698.8,27.6,174.5,2.36,0.9,261.4,2.6,162.0,141.5,Diabetic-Friendly,Dairy,Supports Bone Health
Milk (Cow) (81g),Dairy,135.2,18.7,15.8,47.0,6.8,424.9,4.2,213.3,1.29,7.0,299.2,0.9,67.7,103.7,Diabetic-Friendly,Dairy,Supports Bone Health
Soybeans (119g),Legume,265.9,5.5,1.6,58.2,4.9,312.4,47.0,168.5,1.14,3.3,219.2,1.6,34.6,107.7,High-Protein,Dairy,Energy Boost
Guava (84g),Fruit,54.3,10.6,4.4,49.5,9.2,645.8,85.6,97.0,1.89,6.5,123.4,1.0,334.6,15.2,High-Protein,Dairy,Heart Healthy
Tomato (117g),Vegetable,567.7,4.2,13.4,40.7,9.2,9.6,10.6,124.5,0.25,6.3,146.6,3.3,123.0,23.1,Diabetic-Friendly,Nuts,Supports Bone Health
White Rice (101g),Grain,527.6,23.8,1.3,50.4,3.2,501.9,38.3,67.4,1.7,8.7,151.3,1.5,211.5,17.8,Diabetic-Friendly,Soy,Improves Digestion
Paneer (111g),Dairy,505.3,24.1,12.7,38.6,10.4,224.9,65.2,110.3,0.6,5.1,131.7,4.2,393.3,17.0,Vegan,Nuts,Supports Bone Health
Papaya (111g),Fruit,148.4,11.1,8.0,59.8,9.9,390.8,54.6,226.2,1.46,8.7,203.6,0.3,47.6,126.5,Vegan,Soy,Boosts Immunity
Tomato (95g),Vegetable,229.2,17.0,27.1,25.9,4.8,595.7,31.3,315.3,2.05,5.8,161.6,4.7,326.2,96.1,Low-Fat,None,Supports Bone Health
Mushroom (91g),Fungus,34.0,23.7,3.1,55.3,9.7,583.5,76.4,101.4,1.96,3.5,292.3,1.3,181.2,11.9,Low-Fat,Gluten,Supports Bone Health
Orange (115g),Fruit,467.1,13.9,9.7,24.7,4.3,652.6,76.0,342.7,0.8,6.2,224.6,4.2,94.9,125.2,Vegan,None,Heart Healthy
Egg (119g),Protein,308.4,5.1,11.5,16.6,8.5,281.1,72.5,358.3,1.81,9.6,103.6,0.6,234.8,136.8,Diabetic-Friendly,Gluten,Energy Boost
Soybeans (91g),Legume,250.8,17.5,6.0,6.3,7.3,701.7,36.4,105.3,1.72,5.4,125.1,4.6,45.9,143.6,High-Protein,Soy,Energy Boost
Chapati (Whole Wheat) (100g),Grain,599.7,11.3,1.3,33.3,8.1,219.8,44.5,333.3,2.36,2.5,75.5,3.3,90.3,6.8,Vegetarian,None,Energy Boost
Sweet Potato (108g),Root,260.4,14.0,17.1,25.3,10.2,465.1,56.5,355.4,2.35,7.5,215.0,4.9,322.4,43.2,High-Protein,Gluten,Supports Bone Health
Egg (114g),Protein,227.1,24.0,4.1,51.7,11.8,198.3,48.4,51.5,2.35,7.9,157.2,2.4,128.8,122.1,Diabetic-Friendly,Dairy,Improves Digestion
Muskmelon (115g),Fruit,496.2,6.0,8.1,50.4,5.6,350.9,53.2,25.9,2.39,0.3,140.1,3.3,358.9,74.1,Vegetarian,None,Improves Digestion
White Rice (97g),Grain,350.5,23.7,21.9,43.1,6.0,563.7,84.8,394.5,0.52,4.6,166.1,3.4,135.6,87.6,Diabetic-Friendly,Nuts,Supports Bone Health
Soybeans (117g),Legume,202.4,0.7,18.3,43.0,4.4,96.6,88.0,245.5,1.27,7.3,222.4,1.3,242.6,115.0,Vegetarian,Dairy,Boosts Immunity
Muskmelon (111g),Fruit,442.6,8.6,2.9,24.8,8.5,548.6,72.4,152.5,1.14,8.5,63.1,1.6,75.1,67.4,High-Protein,Nuts,Boosts Immunity
Banana (96g),Fruit,252.8,6.1,29.6,38.3,4.2,601.7,47.1,8.2,1.45,9.8,27.2,1.9,71.6,144.7,Diabetic-Friendly,None,Boosts Immunity
Egg (104g),Protein,197.6,20.1,17.1,23.1,1.0,138.7,57.3,199.3,1.28,9.8,38.1,3.4,66.1,59.3,Vegetarian,Nuts,Supports Bone Health
Green Peas (89g),Legume,492.3,11.4,18.7,56.2,10.7,635.1,10.8,373.7,2.24,1.2,208.1,3.0,71.1,19.5,Vegetarian,Soy,Supports Bone Health
Pineapple (101g),Fruit,563.9,23.3,16.5,23.9,5.5,94.0,49.9,135.3,0.88,2.5,247.1,1.0,164.7,57.0,Low-Fat,Soy,Boosts Immunity
Rajma (Kidney Beans) (85g),Legume,404.8,8.4,15.9,34.9,6.5,316.0,49.2,80.4,0.77,4.5,67.4,4.7,173.4,68.1,Vegan,Nuts,Boosts Immunity
Potato (86g),Root,206.5,12.4,11.7,30.4,9.5,230.5,61.6,22.0,2.0,2.0,35.9,4.5,300.4,87.8,Vegetarian,Gluten,Boosts Immunity
Soybeans (81g),Legume,47.4,7.9,5.7,57.9,0.8,660.5,78.6,295.4,1.26,1.9,117.5,3.5,364.7,19.3,Vegetarian,Dairy,Improves Digestion
White Rice (93g),Grain,307.3,14.5,18.4,3.7,4.7,720.4,10.5,116.2,2.17,6.6,275.4,1.7,74.9,61.5,Vegetarian,Gluten,Heart Healthy
Chickpeas (89g),Legume,102.2,6.5,20.1,53.0,5.2,456.9,77.7,250.5,0.49,8.8,223.6,1.4,277.7,65.3,Low-Fat,Nuts,Improves Digestion
Apple (111g),Fruit,167.0,0.8,20.8,3.5,9.3,104.0,62.1,28.2,0.27,1.7,239.4,0.4,217.1,29.3,High-Protein,Nuts,Improves Digestion
Soybeans (98g),Legume,185.1,14.5,3.3,8.0,9.9,707.3,85.5,221.9,1.2,1.4,298.7,2.4,48.2,38.2,Low-Fat,Dairy,Boosts Immunity
White Rice (95g),Grain,272.9,9.6,22.2,27.1,9.3,530.6,45.3,389.8,1.84,7.3,22.7,0.2,65.3,129.6,High-Protein,Dairy,Improves Digestion
Cucumber (92g),Vegetable,542.9,1.9,11.5,56.9,6.2,181.0,56.4,134.4,1.73,0.4,137.8,4.2,242.7,46.7,Vegetarian,Dairy,Energy Boost
Egg (83g),Protein,84.6,2.1,15.6,2.0,8.7,579.5,28.9,15.4,2.16,6.9,11.7,0.1,28.1,61.2,Diabetic-Friendly,None,Supports Bone Health
Watermelon (82g),Fruit,346.9,2.3,19.5,54.7,11.3,516.2,25.4,246.4,1.08,7.5,208.0,3.1,141.3,148.3,Low-Fat,Nuts,Supports Bone Health
Cucumber (114g),Vegetable,530.1,6.0,8.7,44.1,11.6,311.4,23.1,64.1,1.78,4.4,97.0,0.3,167.1,132.6,Vegetarian,Nuts,Supports Bone Health
Watermelon (102g),Fruit,140.7,10.4,26.5,28.2,5.5,761.9,41.7,135.1,1.6,1.4,163.7,1.3,286.5,87.4,Diabetic-Friendly,Gluten,Heart Healthy
Tofu (106g),Soy Product,237.4,8.0,11.8,28.7,6.6,362.4,81.4,382.3,2.09,4.2,67.8,1.8,356.5,100.6,Diabetic-Friendly,Nuts,Supports Bone Health
Beetroot (81g),Vegetable,422.5,10.0,20.0,17.1,9.0,451.1,14.0,160.8,1.88,2.1,129.3,2.4,347.9,23.9,Low-Fat,Gluten,Energy Boost
Pineapple (113g),Fruit,446.5,22.0,20.3,47.4,1.2,7.9,77.6,21.1,2.05,3.2,271.5,1.1,64.5,35.9,Vegan,Gluten,Energy Boost
Egg (117g),Protein,544.6,11.4,10.2,11.3,3.8,642.1,14.4,352.2,0.39,1.3,274.0,2.1,226.9,96.2,High-Protein,Dairy,Boosts Immunity
Cauliflower (108g),Vegetable,76.3,1.5,26.4,28.9,5.8,613.9,52.8,395.1,0.87,4.5,175.9,2.3,12.8,76.3,Diabetic-Friendly,Gluten,Improves Digestion
Chapati (Whole Wheat) (103g),Grain,60.0,3.8,9.1,24.2,2.0,794.3,71.2,267.6,2.31,3.3,216.3,4.7,37.8,92.4,Low-Fat,None,Energy Boost
Papaya (106g),Fruit,595.2,9.4,7.7,31.3,11.8,723.5,2.1,127.4,0.4,6.5,213.1,1.4,398.5,53.9,High-Protein,Nuts,Boosts Immunity
Chicken Breast (115g),Meat,38.2,21.9,27.8,1.6,7.0,242.9,18.0,188.0,0.93,7.0,88.4,1.9,149.9,79.3,Low-Fat,Nuts,Improves Digestion
Carrot (102g),Vegetable,437.1,14.0,14.7,16.7,11.0,735.1,7.6,266.5,0.76,5.1,42.9,4.1,323.5,20.5,Vegan,Dairy,Improves Digestion
White Rice (89g),Grain,351.7,6.3,2.7,5.4,8.7,589.5,30.7,363.6,0.17,5.9,290.0,4.8,254.2,53.0,Vegan,Soy,Boosts Immunity
Brown Rice (88g),Grain,135.7,18.8,2.5,6.4,11.4,4.1,71.2,93.2,0.12,0.9,102.9,2.7,193.0,33.6,Low-Fat,Soy,Supports Bone Health
Sweet Potato (98g),Root,444.3,15.0,25.8,27.1,6.2,64.6,87.7,105.3,2.11,5.8,64.9,0.7,305.9,32.3,High-Protein,Dairy,Supports Bone Health
Bottle Gourd (120g),Vegetable,504.9,7.8,12.4,38.8,2.8,201.5,31.0,96.3,0.02,8.9,208.2,1.5,68.7,13.9,Low-Fat,Gluten,Boosts Immunity
Pineapple (107g),Fruit,66.4,19.2,21.5,1.7,9.0,71.5,52.9,366.5,0.87,6.8,206.7,0.4,108.7,126.8,Low-Fat,Gluten,Heart Healthy
Fish (Rohu) (111g),Seafood,194.1,12.5,16.4,45.0,2.9,137.3,62.2,163.9,2.11,3.3,240.9,4.7,164.3,131.0,Low-Fat,Nuts,Supports Bone Health
Cauliflower (104g),Vegetable,263.4,1.1,4.3,19.7,11.9,506.1,35.9,5.6,1.9,6.7,60.1,3.0,77.6,18.8,Low-Fat,Nuts,Supports Bone Health
Almonds (101g),Nut,134.7,12.7,4.8,50.0,10.3,222.9,17.1,242.7,1.2,4.4,257.0,2.5,268.0,56.2,Vegan,None,Improves Digestion
Sweet Potato (118g),Root,187.8,6.3,28.3,48.4,5.1,11.4,27.7,63.4,1.51,6.9,134.4,0.7,56.1,45.9,High-Protein,Dairy,Improves Digestion
Mushroom (110g),Fungus,56.6,11.5,12.6,13.4,4.0,187.5,78.5,125.0,2.2,9.7,238.2,2.8,233.0,53.0,Vegetarian,Dairy,Improves Digestion
Watermelon (116g),Fruit,583.3,6.1,17.8,15.0,9.9,391.4,42.3,7.8,1.23,1.0,227.6,3.2,37.1,76.2,Diabetic-Friendly,Gluten,Boosts Immunity
Beetroot (104g),Vegetable,470.9,19.9,8.4,9.4,10.2,48.2,22.2,253.2,0.79,8.3,149.9,0.8,112.7,51.4,High-Protein,Soy,Energy Boost
Apple (92g),Fruit,575.5,15.1,3.7,44.3,8.9,156.8,71.9,113.0,1.9,4.3,247.4,0.2,108.1,25.9,Vegan,None,Heart Healthy
Chapati (Whole Wheat) (103g),Grain,289.7,22.8,4.5,37.9,6.8,475.5,68.3,43.1,0.66,2.8,214.8,2.3,69.3,23.6,Vegan,None,Boosts Immunity
Egg (115g),Protein,296.7,4.0,25.0,23.1,0.5,348.0,29.1,71.2,1.47,7.6,196.7,1.7,303.8,10.7,Diabetic-Friendly,None,Supports Bone Health
Potato (84g),Root,557.6,3.9,3.2,10.6,8.6,74.4,32.4,142.8,0.19,3.5,30.2,2.1,29.5,65.4,Low-Fat,Dairy,Energy Boost
Chapati (Whole Wheat) (93g),Grain,280.1,3.3,27.4,16.4,3.0,516.2,50.2,21.0,2.02,2.3,22.3,1.2,96.9,27.1,Vegetarian,Soy,Improves Digestion
Egg (104g),Protein,458.5,16.9,0.7,46.2,6.0,536.0,62.7,220.0,0.1,5.9,70.6,3.0,7.8,106.8,Diabetic-Friendly,Gluten,Energy Boost
Mango (105g),Fruit,143.4,13.6,27.5,44.9,3.5,445.5,46.0,63.9,0.48,6.1,107.0,1.7,107.8,22.3,High-Protein,Nuts,Boosts Immunity
Beetroot (118g),Vegetable,581.3,17.0,23.1,13.1,1.5,310.6,9.6,373.2,0.49,7.6,223.4,1.6,277.5,36.1,Diabetic-Friendly,Gluten,Improves Digestion
Cucumber (83g),Vegetable,395.7,6.1,26.7,50.8,2.8,20.0,1.1,331.8,2.06,2.1,284.6,2.0,134.3,147.7,Diabetic-Friendly,Dairy,Heart Healthy
Sweet Potato (115g),Root,366.1,20.0,20.0,56.3,1.1,86.7,0.0,12.5,0.12,0.2,89.5,0.1,180.8,110.7,Vegetarian,None,Boosts Immunity
Fish (Rohu) (93g),Seafood,394.5,24.3,22.3,23.0,3.5,523.2,26.8,14.0,0.29,1.5,142.5,4.7,393.4,137.6,Vegan,None,Heart Healthy
Banana (80g),Fruit,85.3,18.3,13.7,53.3,8.4,219.2,2.0,225.3,0.15,6.9,72.5,2.0,154.1,10.4,Low-Fat,Nuts,Heart Healthy
Banana (80g),Fruit,354.5,1.6,2.0,46.4,3.5,226.0,43.1,320.8,0.06,2.8,262.9,1.3,182.0,5.3,Vegan,Soy,Heart Healthy
Tofu (111g),Soy Product,479.3,18.0,22.3,17.9,1.2,294.5,73.9,217.8,0.9,9.0,220.6,2.7,131.7,97.7,Low-Fat,Dairy,Energy Boost
Bottle Gourd (103g),Vegetable,291.1,9.0,8.8,49.0,9.1,396.1,48.8,144.1,1.04,6.1,266.6,1.7,146.7,72.7,Diabetic-Friendly,Dairy,Boosts Immunity
Chicken Breast (112g),Meat,552.6,24.6,4.4,21.2,7.7,596.1,76.6,229.5,2.35,7.9,249.2,2.0,330.3,132.7,Diabetic-Friendly,Soy,Boosts Immunity
Rajma (Kidney Beans) (86g),Legume,353.8,6.7,16.6,56.6,8.9,547.5,70.9,195.7,0.78,8.4,118.3,4.7,211.6,123.8,Vegetarian,Soy,Improves Digestion
Bitter Gourd (86g),Vegetable,151.0,16.3,4.8,41.9,9.1,573.2,80.4,387.7,1.92,5.0,275.6,3.5,126.1,114.6,High-Protein,Dairy,Energy Boost
Watermelon (86g),Fruit,571.9,5.2,0.6,18.5,2.6,662.3,61.2,26.8,1.09,1.3,284.0,3.3,9.2,91.6,High-Protein,Nuts,Improves Digestion
Orange (99g),Fruit,268.5,14.9,14.4,37.3,0.7,393.6,2.8,127.9,0.07,7.0,259.7,2.0,217.9,19.2,Diabetic-Friendly,Soy,Improves Digestion
Potato (81g),Root,240.4,24.1,22.8,6.1,3.2,74.5,22.1,332.3,1.52,1.0,120.2,1.8,243.4,73.0,High-Protein,Gluten,Energy Boost
Beetroot (93g),Vegetable,376.0,2.8,20.5,36.0,8.2,23.6,45.6,27.6,0.43,2.8,173.9,4.0,216.6,110.0,High-Protein,Soy,Boosts Immunity
Rajma (Kidney Beans) (111g),Legume,120.9,11.6,25.6,3.3,7.3,342.0,61.8,387.4,0.18,4.9,82.2,2.0,299.1,99.8,Vegetarian,Nuts,Boosts Immunity
Groundnuts (91g),Nut,149.6,21.7,17.5,30.1,8.6,646.9,85.3,46.4,0.39,1.4,293.9,3.1,14.4,76.9,Low-Fat,None,Energy Boost
Fish (Rohu) (120g),Seafood,335.2,10.8,1.1,26.7,8.5,54.5,7.9,351.1,1.6,4.8,157.1,1.3,371.5,24.9,Vegan,Dairy,Boosts Immunity
Mushroom (91g),Fungus,405.5,11.4,29.9,23.0,3.3,54.4,71.1,74.2,0.99,5.6,77.4,0.8,57.6,106.7,Vegan,Gluten,Boosts Immunity
Green Peas (80g),Legume,85.4,16.8,17.6,1.5,10.6,110.5,82.9,344.2,1.92,2.0,147.7,2.4,44.1,61.2,Diabetic-Friendly,None,Supports Bone Health
Carrot (112g),Vegetable,104.3,19.1,14.4,59.4,1.1,132.6,56.4,165.4,1.5,9.4,250.1,2.1,302.2,11.2,High-Protein,Nuts,Boosts Immunity
Apple (103g),Fruit,246.7,15.4,26.0,45.2,1.7,492.3,71.1,355.5,1.55,7.6,55.6,3.0,118.6,117.1,Low-Fat,Soy,Boosts Immunity
Bitter Gourd (84g),Vegetable,345.8,17.8,23.3,46.6,0.7,222.6,25.3,260.1,2.37,3.5,252.5,3.1,368.1,129.0,Low-Fat,Soy,Heart Healthy
Fish (Pomfret) (117g),Seafood,423.2,23.1,18.2,40.0,7.0,376.0,8.2,195.9,0.82,5.2,193.1,1.3,110.9,44.3,High-Protein,Soy,Energy Boost
Milk (Cow) (100g),Dairy,557.6,8.4,7.3,12.3,11.7,154.3,30.1,270.4,0.67,6.0,204.2,1.0,247.2,119.1,High-Protein,Dairy,Improves Digestion
Soybeans (115g),Legume,206.3,20.1,17.5,11.2,8.8,701.0,57.5,82.3,1.9,8.3,63.1,3.3,201.3,40.6,Low-Fat,Gluten,Energy Boost
Cucumber (114g),Vegetable,218.0,6.7,2.3,8.3,4.6,441.0,35.4,26.6,1.95,2.6,153.6,4.7,222.5,124.1,Diabetic-Friendly,Soy,Heart Healthy
Apple (97g),Fruit,49.6,11.0,29.5,36.1,5.8,310.1,10.8,72.4,0.87,8.0,25.8,4.3,114.6,84.5,High-Protein,Dairy,Boosts Immunity
Brinjal (93g),Vegetable,43.2,16.7,1.9,7.6,11.7,575.9,25.6,96.3,0.53,6.1,228.0,4.6,144.7,39.3,Vegan,Soy,Energy Boost
Egg (94g),Protein,119.7,24.2,11.6,33.0,0.4,129.2,51.4,245.7,2.34,8.1,46.1,1.3,165.5,40.1,Diabetic-Friendly,Dairy,Supports Bone Health
Milk (Cow) (97g),Dairy,82.3,6.3,9.3,35.2,7.3,310.0,19.2,40.1,0.2,7.2,138.3,3.7,156.9,94.2,Low-Fat,None,Energy Boost
Almonds (93g),Nut,531.4,12.5,23.7,31.9,4.0,399.7,55.4,335.3,1.46,3.8,214.0,3.0,281.1,59.8,Low-Fat,Dairy,Supports Bone Health
Egg (102g),Protein,255.0,6.6,8.8,14.6,7.3,376.3,2.2,374.1,0.59,7.0,141.2,4.0,158.6,55.1,Low-Fat,None,Heart Healthy
Brinjal (108g),Vegetable,547.3,2.7,7.7,14.5,4.5,797.7,43.1,67.4,2.05,6.5,183.7,4.1,339.1,147.0,High-Protein,None,Supports Bone Health
Chapati (Whole Wheat) (90g),Grain,73.6,17.5,1.6,5.7,11.2,363.0,26.4,343.4,0.67,9.2,76.4,1.6,210.6,38.6,Vegan,Soy,Boosts Immunity
Mushroom (91g),Fungus,187.2,12.0,12.8,10.9,0.4,769.1,54.2,30.8,1.85,2.8,237.1,2.7,312.7,85.2,High-Protein,Dairy,Supports Bone Health
Soybeans (91g),Legume,162.5,0.7,25.7,46.2,6.3,17.6,45.4,22.7,0.32,0.6,55.2,0.7,345.4,126.0,Diabetic-Friendly,Gluten,Heart Healthy
Paneer (109g),Dairy,121.6,3.2,7.5,38.8,9.1,54.6,34.0,0.2,1.11,8.0,206.5,2.0,218.9,63.6,Diabetic-Friendly,Nuts,Energy Boost
Mutton (118g),Meat,354.9,21.0,12.2,15.8,11.3,134.3,77.2,50.5,0.09,0.8,298.5,4.2,50.6,136.1,Low-Fat,Nuts,Improves Digestion
